Song_Name,Matched_Name,Ratio_Value,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,Rank,Year,Billboard Song Name
brown sugar,brown sugar,100,Brown Sugar,0.215,0.6409999999999999,0.927,0.00029,0,0.045,-3.532,1,0.0351,128.606,4,0.966,36,1976,let your love flow
do you know what i mean,i know what i am,72,I Know What I Am,0.172,0.6409999999999999,0.897,2.89e-06,9,0.10300000000000001,-4.369,1,0.0779,100.069,4,0.6,37,1976,dream weaver
u know whats up,i know what i am,71,I Know What I Am,0.172,0.6409999999999999,0.897,2.89e-06,9,0.10300000000000001,-4.369,1,0.0779,100.069,4,0.6,38,1976,turn the beat around
the night they drove old dixie down,the night they drove old dixie down  remastered,85,The Night They Drove Old Dixie Down - Remastered,0.45299999999999996,0.508,0.493,0.0,0,0.24100000000000002,-8.786,1,0.0327,127.671,4,0.467,39,1976,lonely night angel face
uncle albertadmiral halsey,uncertain smile,54,Uncertain Smile,0.0322,0.593,0.9309999999999999,0.588,11,0.0255,-5.232,0,0.0517,142.747,4,0.755,40,1976,all by myself
aint no sunshine,aint no sunshine,100,Ain't No Sunshine,0.457,0.479,0.41600000000000004,1.7199999999999998e-05,4,0.11800000000000001,-11.450999999999999,0,0.124,79.593,4,0.514,41,1976,love to love you baby
aint it funny,aint no sunshine,62,Ain't No Sunshine,0.457,0.479,0.41600000000000004,1.7199999999999998e-05,4,0.11800000000000001,-11.450999999999999,0,0.124,79.593,4,0.514,42,1976,deep purple
signs,signal,73,Signal,0.0505,0.7929999999999999,0.31,0.0875,5,0.0618,-5.256,1,0.052000000000000005,75.98899999999998,4,0.25,43,1976,theme from mahogany do you know where youre going to
signs,signal,73,Signal,0.0505,0.7929999999999999,0.31,0.0875,5,0.0618,-5.256,1,0.052000000000000005,75.98899999999998,4,0.25,44,1976,sweet thing
superstar,superstar,100,Superstar,0.0712,0.617,0.721,6.61e-05,5,0.0867,-5.568,1,0.0375,134.974,4,0.42200000000000004,45,1976,thats the way i like it
superstar,superstar,100,Superstar,0.0712,0.617,0.721,6.61e-05,5,0.0867,-5.568,1,0.0375,134.974,4,0.42200000000000004,46,1976,a little bit more
superstar,superstar,100,Superstar,0.0712,0.617,0.721,6.61e-05,5,0.0867,-5.568,1,0.0375,134.974,4,0.42200000000000004,47,1976,shannon
ive found someone of my own,i get around mono  mono,64,I Get Around (Mono) - Mono,0.36,0.39,0.625,0.0,9,0.0663,-7.813,0,0.0537,144.338,4,0.514,48,1976,if you leave me now
amos moses,amos moses,100,Amos Moses,0.526,0.75,0.711,0.000653,2,0.0282,-10.633,1,0.0641,105.63600000000001,4,0.961,49,1976,lowdown
temptation eyes,expectations,67,Expectations,0.004070000000000001,0.6940000000000001,0.603,0.0308,1,0.11599999999999999,-8.19,1,0.0523,170.028,4,0.654,50,1976,show me the way live
temptation,expectations,73,Expectations,0.004070000000000001,0.6940000000000001,0.603,0.0308,1,0.11599999999999999,-8.19,1,0.0523,170.028,4,0.654,51,1976,dream on
my sweet lord,my sweet lord,100,My Sweet Lord,0.0794,0.5379999999999999,0.7040000000000001,0.0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583,52,1976,i love music
sweet and innocent,sweet jane,64,Sweet Jane,0.00662,0.62,0.503,0.0,2,0.33299999999999996,-9.77,1,0.0303,105.167,4,0.917,53,1976,say you love me
put your hand in the hand,standing in the shadows,62,Standing In The Shadows,0.9059999999999999,0.512,0.295,0.0131,2,0.141,-14.377,1,0.0344,97.955,4,0.579,54,1976,times of your life
chickaboom dont ya jes love it,me encanta  i love it,55,Me encanta - I love it,0.00386,0.748,0.856,2.06e-06,0,0.192,-4.4030000000000005,1,0.0281,125.973,4,0.909,55,1976,devil woman
for all we know,all we know,85,All We Know,0.191,0.777,0.659,0.0,10,0.0833,-7.923999999999999,1,0.198,150.062,4,0.433,56,1976,fooled around and fell in love
help me make it through the night,help me make it through the night,100,Help Me Make It Through The Night,0.636,0.562,0.353,0.0006190000000000001,8,0.105,-11.882,1,0.0249,77.973,4,0.431,57,1976,convoy
rainy days and mondays,grandmas hands,61,Grandma's Hands,0.00464,0.565,0.48200000000000004,4.1700000000000004e-05,7,0.27,-7.709,1,0.0489,78.0,4,0.19,58,1976,welcome back
if you could read my mind,if you could read my mind,100,If You Could Read My Mind,0.68,0.603,0.252,6.96e-05,2,0.147,-12.402000000000001,1,0.0337,122.631,4,0.179,59,1976,sing a song
gypsys tramps  thieves,strangers poets  thieves,65,"Strangers, Poets & Thieves",0.772,0.6629999999999999,0.48200000000000004,8.18e-05,2,0.121,-9.008,1,0.0311,145.985,5,0.524,60,1976,heaven must be missing an angel
never can say goodbye,dont say goodbye,70,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.23800000000000002,-5.178,0,0.0497,119.881,4,0.6709999999999999,61,1976,ill be good to you
never can say goodbye,dont say goodbye,70,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.23800000000000002,-5.178,0,0.0497,119.881,4,0.6709999999999999,62,1976,rock and roll music
kiss and say goodbye,dont say goodbye,72,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.23800000000000002,-5.178,0,0.0497,119.881,4,0.6709999999999999,63,1976,shop around
say goodbye,dont say goodbye,81,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.23800000000000002,-5.178,0,0.0497,119.881,4,0.6709999999999999,64,1976,saturday night
50 ways to say goodbye,dont say goodbye,68,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.23800000000000002,-5.178,0,0.0497,119.881,4,0.6709999999999999,65,1976,island girl
rose garden,dos gardenias,75,Dos Gardenias,0.821,0.556,0.175,0.00010800000000000001,4,0.12,-18.346,0,0.0404,92.06700000000001,4,0.501,66,1976,lets do it again
dont pull your love,all your love,75,All Your Love,0.293,0.568,0.5870000000000001,0.32899999999999996,11,0.13699999999999998,-8.814,0,0.127,174.68200000000004,4,0.491,67,1976,let em in
shake your love,all your love,79,All Your Love,0.293,0.568,0.5870000000000001,0.32899999999999996,11,0.13699999999999998,-8.814,0,0.127,174.68200000000004,4,0.491,68,1976,baby face
it dont come easy,si tu me dejas,65,Si Tu Me Dejas,0.107,0.94,0.5329999999999999,0.00020299999999999997,7,0.0755,-6.756,1,0.0568,128.459,4,0.627,69,1976,this masquerade
mr bojangles,mr jones,70,Mr. Jones,0.21100000000000002,0.581,0.8170000000000001,1.42e-06,0,0.24600000000000002,-6.5420000000000025,1,0.0382,141.607,4,0.779,70,1976,evil woman
me and mrs jones,mr jones,67,Mr. Jones,0.21100000000000002,0.581,0.8170000000000001,1.42e-06,0,0.24600000000000002,-6.5420000000000025,1,0.0382,141.607,4,0.779,71,1976,wham bam
i love you for all seasons,i love you so,67,I Love You So,0.65,0.578,0.669,0.0,10,0.13,-4.898,1,0.0377,75.995,4,0.503,72,1976,im easy
i love your smile,i love you so,80,I Love You So,0.65,0.578,0.669,0.0,10,0.13,-4.898,1,0.0377,75.995,4,0.503,73,1976,wake up everybody
whatcha see is whatcha get,where i wanna be,57,Where I Wanna Be,0.0653,0.838,0.563,0.0128,8,0.12,-7.105,1,0.0698,96.88600000000001,4,0.36200000000000004,74,1976,summer
where i wanna be,where i wanna be,100,Where I Wanna Be,0.0653,0.838,0.563,0.0128,8,0.12,-7.105,1,0.0698,96.88600000000001,4,0.36200000000000004,75,1976,let her in
if you really love me,if youre over me,81,If You're Over Me,0.0615,0.647,0.853,0.0,8,0.062,-4.516,1,0.0904,103.846,4,0.618,76,1976,fox on the run
if you love me,if youre over me,87,If You're Over Me,0.0615,0.647,0.853,0.0,8,0.062,-4.516,1,0.0904,103.846,4,0.618,77,1976,rhiannon
spanish harlem,spanish rice,77,Spanish Rice,0.65,0.665,0.7340000000000001,0.0,7,0.31,-7.23,1,0.0875,121.646,4,0.843,78,1976,got to get you into my life
i dont know how to love him,you dont know how it feels,68,You Don't Know How It Feels,0.11900000000000001,0.765,0.502,0.0011,9,0.171,-7.393,1,0.0321,144.204,4,0.836,79,1976,fanny be tender with my love
you dont know how it feels,you dont know how it feels,100,You Don't Know How It Feels,0.11900000000000001,0.765,0.502,0.0011,9,0.171,-7.393,1,0.0321,144.204,4,0.836,80,1976,getaway
yoyo,yoi yoi,73,Yoi Yoi,0.16699999999999998,0.84,0.777,0.0,10,0.0373,-2.967,0,0.16,108.04799999999999,4,0.902,81,1976,shes gone
doesnt somebody want to be wanted,everybody wants to rule the world,61,Everybody Wants To Rule The World,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569,82,1976,still the one
everybody plays the fool,everybody wants to rule the world,67,Everybody Wants To Rule The World,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569,83,1976,youre my best friend
everybody wants to rule the world,everybody wants to rule the world,100,Everybody Wants To Rule The World,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569,84,1976,with your love
everybody plays the fool,everybody wants to rule the world,67,Everybody Wants To Rule The World,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569,85,1976,slow ride
nobody wants to be lonely,everybody wants to rule the world,62,Everybody Wants To Rule The World,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569,86,1976,whod she coo
draggin the line,hold the line,69,Hold the Line,0.0397,0.494,0.698,0.00634,6,0.152,-12.049000000000001,0,0.0553,95.84200000000001,4,0.778,87,1976,the boys are back in town
hot line,hold the line,76,Hold the Line,0.0397,0.494,0.698,0.00634,6,0.152,-12.049000000000001,0,0.0553,95.84200000000001,4,0.778,88,1976,walk away from love
hold the line,hold the line,100,Hold the Line,0.0397,0.494,0.698,0.00634,6,0.152,-12.049000000000001,0,0.0553,95.84200000000001,4,0.778,89,1976,baby i love your way live
on the hotline,hold the line,74,Hold the Line,0.0397,0.494,0.698,0.00634,6,0.152,-12.049000000000001,0,0.0553,95.84200000000001,4,0.778,90,1976,young hearts run free
beginningscolour my world,welcome to my world,59,Welcome to My World,0.725,0.341,0.252,0.0594,3,0.287,-14.869000000000002,1,0.0288,81.058,4,0.39899999999999997,91,1976,breaking up is hard to do
stay awhile,stay wild,80,Stay Wild,0.046,0.5479999999999999,0.748,0.45799999999999996,8,0.151,-6.897,1,0.0311,114.87,4,0.486,92,1976,money honey
sweet city woman,sweet child o mine,71,Sweet Child O' Mine,0.141,0.449,0.9009999999999999,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696,93,1976,give up the funk tear the roof off the sucker
sweet child o mine,sweet child o mine,100,Sweet Child O' Mine,0.141,0.449,0.9009999999999999,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696,94,1976,junk food junkie
sweetest girl dollar bill,sweet child o mine,56,Sweet Child O' Mine,0.141,0.449,0.9009999999999999,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696,95,1976,tryin to get the feeling again
me and you and a dog named boo,i want you  radio edit,58,I Want You - Radio Edit,0.000705,0.262,0.8809999999999999,0.000938,2,0.7240000000000001,-4.802,1,0.132,127.947,4,0.46799999999999997,96,1976,rock and roll all nite live
another dayoh woman oh why,another way,59,Another Way,0.0579,0.5870000000000001,0.608,0.022000000000000002,5,0.131,-11.588,1,0.0308,94.479,4,0.565,97,1976,disco duck
if,if,100,If,0.397,0.951,0.6609999999999999,0.0,7,0.0686,-2.678,0,0.0612,104.99700000000001,4,0.9259999999999999,98,1976,take the money and run
if,if,100,If,0.397,0.951,0.6609999999999999,0.0,7,0.0686,-2.678,0,0.0612,104.99700000000001,4,0.9259999999999999,99,1976,squeeze box
mercy mercy me the ecology,mercy mercy me the ecology,100,Mercy Mercy Me (The Ecology),0.147,0.488,0.768,0.429,11,0.0806,-8.207,0,0.042,93.617,4,0.447,100,1976,country boy you got your feet in la
one toke over the line,between the lines,67,Between The Lines,0.0010400000000000001,0.4970000000000001,0.9420000000000001,4.82e-06,7,0.38799999999999996,-4.901,1,0.105,139.942,4,0.257,1,1977,tonights the night gonna be alright
shes not just another woman,just another day,65,Just Another Day,0.12,0.624,0.451,0.0,9,0.105,-8.93,1,0.0312,166.85,4,0.698,2,1977,i just want to be your everything
just another dream,just another day,88,Just Another Day,0.12,0.624,0.451,0.0,9,0.105,-8.93,1,0.0312,166.85,4,0.698,3,1977,best of my love
just another day,just another day,100,Just Another Day,0.12,0.624,0.451,0.0,9,0.105,-8.93,1,0.0312,166.85,4,0.698,4,1977,evergreen love theme from a star is born
bring the boys home,bring the noise,76,Bring The Noise,0.0724,0.787,0.8290000000000001,0.0,7,0.0741,-12.218,1,0.25,110.182,4,0.7979999999999999,5,1977,angel in your arms
never ending song of love,never going home,63,Never Going Home,0.0203,0.745,0.879,0.0,9,0.33,-4.1339999999999995,1,0.0436,128.082,4,0.917,6,1977,i like dreamin
never keeping secrets,never going home,59,Never Going Home,0.0203,0.745,0.879,0.0,9,0.33,-4.1339999999999995,1,0.0436,128.082,4,0.917,7,1977,dont leave me this way
easy loving,easy love,80,"Easy, Love",0.746,0.5379999999999999,0.626,0.000383,8,0.198,-10.333,0,0.0426,120.971,4,0.337,8,1977,your love has lifted me higher and higher
sexy love,easy love,78,"Easy, Love",0.746,0.5379999999999999,0.626,0.000383,8,0.198,-10.333,0,0.0426,120.971,4,0.337,9,1977,undercover angel
liar,laura,67,Laura,0.922,0.45899999999999996,0.187,0.0,7,0.0939,-9.326,1,0.0361,96.98299999999999,4,0.0625,10,1977,torn between two lovers
stickup,sticky,77,Sticky,0.0339,0.7120000000000001,0.846,0.000384,4,0.106,-6.7139999999999995,0,0.0538,120.016,4,0.573,11,1977,im your boogie man
stickwitu,sticky,67,Sticky,0.0339,0.7120000000000001,0.846,0.000384,4,0.106,-6.7139999999999995,0,0.0538,120.016,4,0.573,12,1977,dancing queen
chirpy chirpy cheep cheep,chop it blvk sheep remix,49,Chop It (Blvk Sheep Remix),0.0028699999999999997,0.7090000000000001,0.96,0.524,11,0.272,-3.891,1,0.195,160.065,4,0.882,13,1977,you make me feel like dancing
where do i begin love story,where is the love,64,Where Is The Love?,0.10099999999999999,0.835,0.687,0.0,5,0.132,-3.18,1,0.184,94.059,4,0.828,14,1977,margaritaville
where is the love,where is the love,100,Where Is The Love?,0.10099999999999999,0.835,0.687,0.0,5,0.132,-3.18,1,0.184,94.059,4,0.828,15,1977,telephone line
where is the love,where is the love,100,Where Is The Love?,0.10099999999999999,0.835,0.687,0.0,5,0.132,-3.18,1,0.184,94.059,4,0.828,16,1977,whatcha gonna do
when youre hot youre hot,when youre hot youre hot,100,"When You're Hot, You're Hot",0.354,0.7879999999999999,0.8320000000000001,0.0,4,0.1,-10.783,1,0.0981,101.045,4,0.91,17,1977,do you wanna make love
funky nassau,funky sensation,67,Funky Sensation,0.0101,0.6779999999999999,0.795,0.0159,4,0.0981,-6.309,0,0.131,118.006,4,0.648,18,1977,sir duke
frankenstein,funky sensation,67,Funky Sensation,0.0101,0.6779999999999999,0.795,0.0159,4,0.0981,-6.309,0,0.131,118.006,4,0.648,19,1977,hotel california
if not for you,if not for you demo,85,If Not For You (Demo),0.8640000000000001,0.634,0.433,0.008579999999999999,2,0.102,-8.017999999999999,1,0.0256,101.791,4,0.268,20,1977,got to give it up
groove me,love me,75,"Love, Me",0.742,0.6859999999999999,0.23399999999999999,0.0,0,0.145,-12.645999999999999,1,0.0295,106.581,4,0.342,21,1977,gonna fly now
cover me,love me,80,"Love, Me",0.742,0.6859999999999999,0.23399999999999999,0.0,0,0.145,-12.645999999999999,1,0.0295,106.581,4,0.342,22,1977,southern nights
love me,love me,100,"Love, Me",0.742,0.6859999999999999,0.23399999999999999,0.0,0,0.145,-12.645999999999999,1,0.0295,106.581,4,0.342,23,1977,rich girl
watching scotty grow,dancing on my own,59,Dancing On My Own,0.0576,0.68,0.8640000000000001,0.19899999999999998,6,0.08900000000000001,-4.761,1,0.0344,117.022,4,0.27699999999999997,24,1977,when i need you
amazing grace,amazing,70,Amazing,0.122,0.691,0.5710000000000001,0.0,11,0.10800000000000001,-7.9110000000000005,1,0.54,154.259,4,0.531,25,1977,hot line
amazing,amazing,100,Amazing,0.122,0.691,0.5710000000000001,0.0,11,0.10800000000000001,-7.9110000000000005,1,0.54,154.259,4,0.531,26,1977,car wash
i hear you knocking,whos that knocking,65,Who's That Knocking,0.826,0.506,0.779,0.000465,2,0.589,-5.843,1,0.0431,112.9,4,0.9159999999999999,27,1977,you dont have to be a star to be in my show
lonely days,lonely days,100,Lonely Days,0.297,0.594,0.534,0.188,0,0.0645,-7.535,1,0.0333,89.959,4,0.355,28,1977,fly like an eagle
glory days,lonely days,76,Lonely Days,0.297,0.594,0.534,0.188,0,0.0645,-7.535,1,0.0333,89.959,4,0.355,29,1977,dont give up on us
here comes that rainy day feeling again,here comes the rain again  remastered version,62,Here Comes the Rain Again - Remastered Version,0.0141,0.648,0.755,0.00024900000000000004,0,0.225,-7.901,1,0.03,126.34100000000001,4,0.607,30,1977,on and on
wont get fooled again,on the road again,68,On the Road Again,0.41600000000000004,0.4,0.41200000000000003,0.0583,7,0.11,-7.6160000000000005,0,0.043,149.735,4,0.217,31,1977,feels like the first time
trapped by a thing called love,i believe in a thing called love,71,I Believe in a Thing Called Love,0.139,0.605,0.596,0.000554,9,0.10099999999999999,-6.65,1,0.028999999999999998,126.066,4,0.11900000000000001,32,1977,couldnt get it right
crazy little thing called love,i believe in a thing called love,71,I Believe in a Thing Called Love,0.139,0.605,0.596,0.000554,9,0.10099999999999999,-6.65,1,0.028999999999999998,126.066,4,0.11900000000000001,33,1977,easy
mamas pearl,mama guela,67,Mama Guela,0.7909999999999999,0.614,0.731,0.0142,5,0.618,-4.871,1,0.0555,110.64299999999999,4,0.735,34,1977,right time of the night
timothy,worthy,62,worthy,0.386,0.441,0.525,0.000609,4,0.185,-6.9460000000000015,1,0.0392,104.575,4,0.23199999999999998,35,1977,ive got love on my mind
i woke up in love this morning,woke up in love,67,Woke Up In Love,0.17,0.611,0.616,0.00018899999999999999,9,0.611,-10.749,1,0.063,168.87599999999995,4,0.853,36,1977,blinded by the light
so much in love,woke up in love,73,Woke Up In Love,0.17,0.611,0.616,0.00018899999999999999,9,0.611,-10.749,1,0.063,168.87599999999995,4,0.853,37,1977,looks like we made it
theme from shaft,here for my habits,65,Here For My Habits,0.0051,0.466,0.758,1.1e-06,1,0.332,-7.437,0,0.11,134.248,4,0.364,38,1977,so in to you
i ami said,mama said,74,Mama Said,0.7040000000000001,0.604,0.591,0.0,8,0.47,-6.874,0,0.0614,140.558,4,0.8290000000000001,39,1977,dreams
the wedding song there is love,the one i love,64,The One I Love,0.9309999999999999,0.649,0.35100000000000003,3.64e-06,0,0.162,-14.866,1,0.0463,77.925,4,0.895,40,1977,enjoy yourself
dont knock my love,cant undo my love,74,Can't Undo My Love,0.0215,0.545,0.555,0.0552,4,0.138,-7.362999999999999,1,0.0285,80.007,4,0.703,41,1977,dazz
cleanin out my closet,cant undo my love,63,Can't Undo My Love,0.0215,0.545,0.555,0.0552,4,0.138,-7.362999999999999,1,0.0285,80.007,4,0.703,42,1977,im in you
love her madly,love her madly,100,Love Her Madly,0.0573,0.564,0.5870000000000001,0.00485,4,0.0416,-7.393,0,0.0316,147.46200000000005,4,0.966,43,1977,lucille
sweet mary,sweet harmony,78,Sweet Harmony,0.0296,0.595,0.737,0.109,10,0.0639,-10.332,0,0.03,101.193,4,0.867,44,1977,the things we do for love
sweetheart,sweet harmony,70,Sweet Harmony,0.0296,0.595,0.737,0.109,10,0.0639,-10.332,0,0.03,101.193,4,0.867,45,1977,da doo ron ron
right on the tip of my tongue,right down the line,67,Right Down The Line,0.8220000000000001,0.802,0.354,2.57e-06,1,0.114,-8.091000000000001,0,0.034,119.97200000000001,4,0.418,46,1977,handy man
one less bell to answer,one kiss too many,60,One Kiss Too Many,0.938,0.715,0.275,2.0399999999999998e-05,4,0.396,-11.992,1,0.0477,158.373,4,0.8079999999999999,47,1977,just a song before i go
riders on the storm,riders on the storm,100,Riders On The Storm,0.25,0.5489999999999999,0.722,0.0138,11,0.11,-11.729000000000001,0,0.0283,103.885,4,0.716,48,1977,you and me
somos novios its impossible,make some noise feat mc stike,54,Make Some Noise (feat. Mc Stik-E),0.00539,0.8959999999999999,0.812,0.017,1,0.0222,-4.498,1,0.102,130.014,4,0.47600000000000003,49,1977,swayin to the music slow dancing
the first time ever i saw your face,i still see your face,61,I Still See Your Face,0.4270000000000001,0.705,0.7290000000000001,8.599999999999999e-06,8,0.15,-3.925,1,0.0451,126.04700000000001,4,0.586,50,1977,lonely boy
alone again naturally,alone again,69,Alone Again,0.0194,0.298,0.612,9.67e-05,3,0.0906,-9.002,0,0.0379,156.727,4,0.34299999999999997,51,1977,i wish
hello again,alone again,73,Alone Again,0.0194,0.298,0.612,9.67e-05,3,0.0906,-9.002,0,0.0379,156.727,4,0.34299999999999997,52,1977,dont stop
american pie,american pie,100,American Pie,0.6,0.527,0.509,0.0,7,0.14400000000000002,-10.892999999999999,1,0.0628,138.317,4,0.4970000000000001,53,1977,barracuda
american soldier,american pie,79,American Pie,0.6,0.527,0.509,0.0,7,0.14400000000000002,-10.892999999999999,1,0.0628,138.317,4,0.4970000000000001,54,1977,strawberry letter 23
american honey,american pie,77,American Pie,0.6,0.527,0.509,0.0,7,0.14400000000000002,-10.892999999999999,1,0.0628,138.317,4,0.4970000000000001,55,1977,night moves
without you,without you,100,Without You,0.13699999999999998,0.5920000000000001,0.8029999999999999,0.00143,2,0.16,-5.4060000000000015,1,0.183,93.275,4,0.212,56,1977,youre my world
without you,without you,100,Without You,0.13699999999999998,0.5920000000000001,0.8029999999999999,0.00143,2,0.16,-5.4060000000000015,1,0.183,93.275,4,0.212,57,1977,heard it in a love song
without you,without you,100,Without You,0.13699999999999998,0.5920000000000001,0.8029999999999999,0.00143,2,0.16,-5.4060000000000015,1,0.183,93.275,4,0.212,58,1977,carry on wayward son
without you,without you,100,Without You,0.13699999999999998,0.5920000000000001,0.8029999999999999,0.00143,2,0.16,-5.4060000000000015,1,0.183,93.275,4,0.212,59,1977,new kid in town
the candy man,candy man,82,Candy Man,0.0341,0.877,0.433,0.525,3,0.0206,-12.004000000000001,1,0.0435,122.23100000000001,4,0.972,60,1977,my heart belongs to me
handy man,candy man,89,Candy Man,0.0341,0.877,0.433,0.525,3,0.0206,-12.004000000000001,1,0.0435,122.23100000000001,4,0.972,61,1977,after the lovin
candy rain,candy man,84,Candy Man,0.0341,0.877,0.433,0.525,3,0.0206,-12.004000000000001,1,0.0435,122.23100000000001,4,0.972,62,1977,jet airliner
i gotcha,i go crazy,67,I Go Crazy,0.0841,0.7859999999999999,0.593,0.0,6,0.14400000000000002,-8.254,0,0.0538,109.993,4,0.544,63,1977,stand tall
i go crazy,i go crazy,100,I Go Crazy,0.0841,0.7859999999999999,0.593,0.0,6,0.14400000000000002,-8.254,0,0.0538,109.993,4,0.544,64,1977,way down
lets go crazy,i go crazy,78,I Go Crazy,0.0841,0.7859999999999999,0.593,0.0,6,0.14400000000000002,-8.254,0,0.0538,109.993,4,0.544,65,1977,weekend in new england
goin crazy,i go crazy,80,I Go Crazy,0.0841,0.7859999999999999,0.593,0.0,6,0.14400000000000002,-8.254,0,0.0538,109.993,4,0.544,66,1977,it was almost like a song
lean on me,lean on me,100,Lean on Me,0.782,0.619,0.22,1.1900000000000001e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423,67,1977,smoke from a distant fire
lean on me,lean on me,100,Lean on Me,0.782,0.619,0.22,1.1900000000000001e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423,68,1977,cold as ice
rain on me,lean on me,80,Lean on Me,0.782,0.619,0.22,1.1900000000000001e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423,69,1977,ariel
baby dont get hooked on me,baby one more time,64,...Baby One More Time,0.20199999999999999,0.759,0.6990000000000001,0.000131,0,0.44299999999999995,-5.745,0,0.0307,92.96,4,0.907,70,1977,lost without your love
do that to me one more time,baby one more time,67,...Baby One More Time,0.20199999999999999,0.759,0.6990000000000001,0.000131,0,0.44299999999999995,-5.745,0,0.0307,92.96,4,0.907,71,1977,star wars themecantina band
baby come to me,baby one more time,73,...Baby One More Time,0.20199999999999999,0.759,0.6990000000000001,0.000131,0,0.44299999999999995,-5.745,0,0.0307,92.96,4,0.907,72,1977,float on
baby one more time,baby one more time,100,...Baby One More Time,0.20199999999999999,0.759,0.6990000000000001,0.000131,0,0.44299999999999995,-5.745,0,0.0307,92.96,4,0.907,73,1977,jeans on
brand new key,brand new,82,Brand New,0.335,0.904,0.858,3.5799999999999996e-05,8,0.0594,-6.5360000000000005,1,0.204,120.12799999999999,4,0.679,74,1977,lido shuffle
daddy dont you walk so fast,anything you want not that,57,Anything You Want (Not That),0.0489,0.955,0.735,0.8440000000000001,9,0.11800000000000001,-9.037,0,0.0447,122.311,4,0.961,75,1977,keep it comin love
lets stay together,lets stay together,100,Let's Stay Together,0.606,0.746,0.273,0.0168,5,0.0526,-16.63,1,0.0573,101.95200000000001,4,0.502,76,1977,you made me believe in magic
brandy youre a fine girl,crazy for this girl,60,Crazy for This Girl,0.000487,0.457,0.9259999999999999,5.6899999999999994e-05,0,0.0949,-5.461,1,0.038,93.964,4,0.41,77,1977,livin thing
crazy for this girl,crazy for this girl,100,Crazy for This Girl,0.000487,0.457,0.9259999999999999,5.6899999999999994e-05,0,0.0949,-5.461,1,0.038,93.964,4,0.41,78,1977,give a little bit
nice to be with you,nice to meet you,80,Nice To Meet You,0.0641,0.7040000000000001,0.718,0.0,4,0.22,-5.478,0,0.0496,126.021,4,0.37,79,1977,thats rock n roll
my dingaling,el shingaling,72,El Shing-A-Ling,0.379,0.551,0.5720000000000001,0.0463,2,0.639,-13.535,1,0.0747,136.83,4,0.853,80,1977,love so right
if loving you is wrong i dont want to be right,if loving you is wrong i dont want to be right,100,(If Loving You Is Wrong) I Don't Want To Be Right,0.038,0.628,0.536,1.23e-05,4,0.115,-10.905,0,0.0324,74.862,4,0.7040000000000001,81,1977,the rubberband man
betcha by golly wow,baby hold on,58,Baby Hold On,0.154,0.642,0.6409999999999999,1.23e-06,2,0.0475,-12.444,1,0.049,120.316,4,0.85,82,1977,i never cry
baby hold on,baby hold on,100,Baby Hold On,0.154,0.642,0.6409999999999999,1.23e-06,2,0.0475,-12.444,1,0.049,120.316,4,0.85,83,1977,nobody does it better
ill take you there,ill take you there,100,I'll Take You There,0.09699999999999999,0.8440000000000001,0.597,0.0,0,0.0777,-8.618,1,0.0482,101.67399999999999,4,0.795,84,1977,high school dance
ill be your shelter,ill take you there,70,I'll Take You There,0.09699999999999999,0.8440000000000001,0.597,0.0,0,0.0777,-8.618,1,0.0482,101.67399999999999,4,0.795,85,1977,loves grown deep
ill take you there,ill take you there,100,I'll Take You There,0.09699999999999999,0.8440000000000001,0.597,0.0,0,0.0777,-8.618,1,0.0482,101.67399999999999,4,0.795,86,1977,aint gonna bump no more with no big fat woman
take you there,ill take you there,88,I'll Take You There,0.09699999999999999,0.8440000000000001,0.597,0.0,0,0.0777,-8.618,1,0.0482,101.67399999999999,4,0.795,87,1977,i wanna get next to you
ben,buena,75,Buena,0.106,0.5760000000000001,0.494,0.174,10,0.13,-12.242,0,0.0605,96.478,4,0.5870000000000001,88,1977,somebody to love
the lion sleeps tonight,the lion sleeps tonight wimoweh,85,The Lion Sleeps Tonight (Wimoweh),0.743,0.321,0.474,0.0,5,0.204,-9.383,1,0.0348,121.199,4,0.804,89,1977,muskrat love
