,Song Name,Matched Name,Ratio Value,Song List Index
3833,frontin,routine,71,9658
3834,landslide,landslide,100,351
3835,work it,work it,100,17211
3836,03 bonnie  clyde,bonnie and clyde,81,2750
3837,dont mess with my man,dont mess feat yg,68,15540
3838,so gone,so far gone,78,14148
3839,air force ones,airforce,73,14211
3840,never leave you uh oooh uh oooh,never leave you uh oooh uh oooh,100,12971
3841,beautiful,beautiful,100,146
3842,gossip folks,young folks,61,1895
3843,miss independent,miss independent,100,7545
3844,calling all angels,change lanes,67,12784
3845,damn,damn,100,13637
3846,this is the night,this is the new shit,81,14074
3847,your body is a wonderland,your body is a wonderland,100,197
3848,headstrong,headstrong,100,8462
3849,in those jeans,in the end,75,1
3850,stand up,standout,75,12239
3851,the remedy i wont worry,the drugs dont work,62,10696
3852,why dont you  i,why dont you come on,80,18725
3853,excuse me miss,rescue me,61,3818
3854,jenny from the block,jenny from the block  track masters remix,66,17247
3855,are you happy now,are you with me now,72,2667
3856,forever and for always,forever and always,90,5131
3857,i can,i can,100,3751
3858,underneath it all,underneath your clothes,65,17368
3859,if youre not the one,you’re not the one,89,6922
3860,thoia thoing,do this thing,72,17539
3861,here without you,better without you,82,3490
3862,wanksta,want,73,16401
3863,my love is likewo,love is alive,73,5378
3864,its five oclock somewhere,somewhere,53,7132
3865,like glue,like u,80,10939
3866,cant hold us down,cant hold us,83,1775
3867,my front porch looking in,hey good lookin  single version,54,5085
3868,angel,angels,91,2464
3869,she hates me,hate me,74,1648
3870,dont wanna try,don’t wanna try,97,14691
3871,the jump off,top off,63,15113
3872,intuition,instruction,80,12437
3873,hell yeah,oh yeah,75,3946
3874,beer for my horses,take me for my words,68,5968
3875,holidae in,holidae in,100,9800
3876,suga suga,suga suga,100,4356
3877,love of my life an ode to hiphop,love you like a love song,60,6659
3878,fighter,fighter,100,134
3879,thugz mansion,11th dimension,67,9491
3880,clocks,clockworks,75,16842
3881,put that woman first,set it on fire,59,12532
3882,rain on me,lean on me,80,352
3883,19 somethin,say something,75,12432
3884,cant stop wont stop,cant stop us,71,16187
3885,red dirt road,rivers and roads,62,3301
3886,what was i thinkin,thats what i like,63,11367
3887,flying without wings,sleeping with lions,67,14983
3888,sing for the moment,after the moment,74,6717
3889,have you forgotten,forgotten,67,4837
3890,no shoes no shirt no problems,who want problems,61,4079
3891,come over,come over,100,10913
3892,sick of being lonely,since you been gone,67,608
3893,step in the name of love,stop in the name of love,96,6867
3894,i want you,i want you,100,13570
3895,like a stone,like a stone,100,31
3896,dont know why,dont know why,100,1953
3897,superman,superman,100,4556
3898,real good man,the good man,80,4396
3899,say yes,say my name,67,2338
3900,yeah,yeah,100,124
3901,burn,burn,100,6996
3902,if i aint got you,if i aint got you,100,185
3903,this love,this love,100,1887
3904,the way you move,way you move,86,7087
3905,the reason,the reason,100,7190
3906,i dont wanna know,dont wanna know,94,11371
3907,hey ya,hey ma,83,7404
3908,goodies,goods,83,17884
3909,lean back,lean back,100,17241
3910,tipsy,trip,67,3163
3911,confessions part ii,confessions,73,7563
3912,slow motion,smooth motion,75,11004
3913,freekaleek,freekaleek,100,8142
3914,here without you,better without you,82,3490
3915,slow jamz,slow jamz,100,7387
3916,someday,somebody,80,8365
3917,naughty girl,hey girl,70,10139
3918,my immortal,immortalized,70,1601
3919,sunshine,no sunshine,84,4379
3920,dirt off your shoulder,dirt off your shoulder,100,17215
3921,move ya body,move ya body,100,6939
3922,dip it low,dip it low,100,7548
3923,my boo,my boo,100,172
3924,one call away,one call away,100,15816
3925,me myself and i,me myself  i,89,11336
3926,turn me on,turn me on,100,6971
3927,the first cut is the deepest,the first steps,70,13370
3928,you dont know my name,you dont know about me,79,9997
3929,my place,my pace,93,6710
3930,overnight celebrity,tonight i celebrate my love,65,620
3931,hotel,hotel key,71,8855
3932,numb,numb,100,11
3933,diary,darcy,80,7983
3934,she will be loved,she will be loved,100,1906
3935,white flag,white flag,100,1914
3936,heaven,heaven,100,574
3937,its my life,its my life,100,6096
3938,pieces of me,pieces of you,80,4936
3939,leave get out,leave me now,72,5570
3940,milkshake,milkshake,100,12171
3941,splash waterfalls,waterfalls,74,957
3942,jesus walks,jesus walks,100,7359
3943,locked up,blacked out,70,4942
3944,stand up,standout,75,12239
3945,suga suga,suga suga,100,4356
3946,all falls down,all falls down,100,7352
3947,toxic,toxic,100,122
3948,salt shaker,salt shaker,100,17237
3949,with you,with you,100,140
3950,meant to live,heart to love,77,1142
3951,i like that,i like that,100,3184
3952,sorry 2004,sorry,67,1387
3953,my happy ending,my happy ending,100,10860
3954,on fire,on fire,100,13110
3955,roses,roses,100,8565
3956,walked outta heaven,locked out of heaven,77,6931
3957,lose my breath,lose my breath,100,156
3958,my band,my band,100,8093
3959,im still in love with you,i think i love you,70,17288
3960,through the wire,through the storm,79,17107
3961,why,why,100,9053
3962,fuck it i dont want you back,i dont want you back,83,12978
3963,read your mind,read my mind,85,5576
3964,game over flip,game over,78,6152
3965,one thing,nothing,75,9780
3966,headsprung,headstrong,80,8462
3967,damn,damn,100,13637
3968,baby boy,baby boy,100,170
3969,get low,get low,100,17218
3970,drop it like its hot,drop it like its hot,100,1899
3971,u shouldve known better,know no better,65,9986
3972,on the way down,long way down,79,6326
3973,breakaway,breakaway,100,12073
3974,why dont you  i,why dont you come on,80,18725
3975,are you gonna be my girl,are you gonna be my girl,100,7
3976,100 years,7 years,75,1420
3977,step in the name of love,stop in the name of love,96,6867
3978,breaking the habit,breaking the chains,86,603
3979,gigolo,igloo,73,7912
3980,live like you were dying,feels like were dying,76,15245
3981,remember when,remember when,100,8433
3982,everytime,everytime,100,3546
3983,southside,outside,88,6999
3984,dude,duel,75,2910
3985,wanna get to know you,wanna know u,73,4296
3986,holidae in,holidae in,100,9800
3987,lets get it started,get the party started,70,190
3988,when the sun goes down,when the sun goes down,100,2496
3989,american soldier,american pie,79,447
3990,change clothes,change lanes,77,12784
3991,dont tell me,dont tempt me,80,18275
3992,youll think of me,do you think about me,74,15146
3993,happy people,everyday people,67,823
3994,hey mama,hey ma,86,7404
3995,over and over,over and over again,81,10660
3996,redneck woman,redneck stomp,77,6641
3997,just lose it,lose it,74,2661
3998,letters from home,work from home,71,4649
3999,i go back,right back,74,17135
4000,we belong together,better together,67,1375
4001,hollaback girl,hollaback girl,100,1894
4002,let me love you,let me love you,100,145
4003,since u been gone,since u been gone,100,135
4004,1 2 step,16 steps,75,13746
4005,gold digger,gold digger,100,1884
4006,boulevard of broken dreams,boulevard of broken dreams,100,0
4007,candy shop,cant stop,74,13
4008,dont cha,dont cha,100,1877
4009,behind these hazel eyes, and the hazy sea,62,17889
4010,disco inferno,mambo infierno,67,11267
4011,you and me,you and me,100,1589
4012,dont phunk with my heart,dont phunk with my heart,100,13790
4013,lose control,losin control,88,2451
4014,shake it off,shake it off,100,1440
4015,mr brightside,mr brightside,100,8
4016,just a lil bit,just a girl,72,2398
4017,pon de replay,lonely press play,67,9494
4018,how we do,show me how,70,3565
4019,beverly hills,beverly hills,100,8124
4020,oh,goh,80,12509
4021,lonely no more,love no more,85,7174
4022,drop it like its hot,drop it like its hot,100,1899
4023,hate it or love it,hate it or love it,100,7756
4024,lovers  friends,lovers’ carvings,77,8278
4025,soldier,soldiers,93,12912
4026,breakaway,breakaway,100,12073
4027,switch,switch,100,3176
4028,let me hold you,let me love you,80,145
4029,like you,like yours,89,8008
4030,rich girl,rich girl,100,14725
4031,my humps,my house,75,11369
4032,obsession no es amor,sentimiento de amor,62,3354
4033,caught up,caught up,100,184
4034,listen to your heart,listen to your heart,100,641
4035,scars,scars,100,10093
4036,feel good inc,feel good,82,3042
4037,let me go,let me go,100,4745
4038,holiday,holiday,100,2285
4039,sugar were goin down,sugar were goin down,100,39
4040,grind with me,ride wit me,83,17212
4041,run it,run it,100,7547
4042,photograph,photograph,100,1560
4043,lonely,lonely,100,5973
4044,collide,collide,100,11500
4045,wake me up when september ends,wake me up when september ends,100,1577
4046,slow down,slow it down,86,10690
4047,over and over,over and over again,81,10660
4048,some cut,come up,67,14232
4049,get it poppin,getting it on,69,3615
4050,play,play,100,17797
4051,soul survivor,survivor,76,160
4052,pimpin all over the world,woman of the world,65,1210
4053,my boo,my boo,100,172
4054,sugar gimme some,gimme some mo,69,7076
4055,karma,karma,100,3169
4056,speed of sound,shape of you,69,11338
4057,i dont want to be,i dont want to be,100,192
4058,mockingbird,mockin bird hill,74,5132
4059,la tortura,la tortura,100,10278
4060,she will be loved,she will be loved,100,1906
4061,baby im back,baby got back,80,879
4062,wait the whisper song,wait the whisper song,100,7755
4063,incomplete,incomplete,100,6730
4064,bring em out,bring em out,100,9729
4065,cater 2 u,after sun,67,10785
4066,1 thing,thin,73,16892
4067,best of you,best of you,100,17
4068,its like that,its like that,100,9078
4069,goin crazy,i go crazy,80,13778
4070,inside your heaven,in your eyes,67,789
4071,because of you,because of you,100,189
4072,truth is,this,67,4472
4073,your body,rock your body,78,120
4074,beautiful soul,beautiful girl,79,1034
4075,cool,coolin,80,10750
4076,get back,jet black,82,13456
4077,outta control,losin control,69,2451
4078,u dont know me,you dont know,81,16939
4079,these words,the world,80,7963
4080,dont lie,dont like1,89,4568
4081,get right,get lit,75,17544
4082,daughters,dangerous,67,7725
4083,as good as i once was,good news,60,9950
4084,girlfight,twilight,71,6685
4085,lose my breath,lose my breath,100,156
4086,ordinary people,ordinary people,100,1900
4087,we be burnin,let em burn,70,12924
4088,just the girl,just a girl,83,2398
4089,true,true,100,631
4090,o,xo,67,1402
4091,back then,back on,75,9296
4092,numbencore,numb  encore,91,3395
4093,wonderful,wonderful,100,13761
4094,im sprung,my song,62,12711
4095,chariot,chariot,100,11532
4096,u already know,i already know,93,7219
4097,mississippi girl,jessies girl,64,715
4098,number one spot,number one,80,14786
4099,give me that,tell me that,75,13123
4100,bad day,bad day,100,8076
4101,temperature,temperature,100,17205
4102,promiscuous,promiscuous,100,8606
4103,youre beautiful,youre beautiful,100,1590
4104,hips dont lie,hips dont lie,100,126
4105,unwritten,unwritten,100,166
4106,crazy,crazy,100,1562
4107,ridin,ridin,100,12995
4108,sexyback,sexyback,100,139
4109,check on it,cash on it,76,4089
4110,be without you,better without you,88,3490
4111,grillz,brillo,67,17743
4112,over my head cable car,over my head cable car,100,175
4113,me  u,me  u,100,7551
4114,buttons,buttons,100,18327
4115,run it,run it,100,7547
4116,so sick,so sick,100,1944
4117,its goin down,lights go down,81,12624
4118,sos,sos,100,6660
4119,i write sins not tragedies,i write sins not tragedies,100,18
4120,move along,money long,80,17036
4121,london bridge,rainbow bridge,67,7921
4122,dani california,california,80,384
4123,snap yo fingers,snap yo fingers,100,17221
4124,lean wit it rock wit it,jealous i aint with it,62,9471
4125,what hurts the most,what mattered most,70,5503
4126,how to save a life,how to save a life,100,180
4127,unfaithful,faithfully,80,651
4128,chasing cars,chasing cars,100,1565
4129,lips of an angel,i feel a change,65,16027
4130,everytime we touch,every time we touch,97,1897
4131,aint no other man,aint no man,79,8316
4132,dance dance,dance dance,100,14811
4133,gold digger,gold digger,100,1884
4134,money maker,money man,80,17187
4135,ms new booty,ms new booty,100,17217
4136,when you gonna give it up to me,whos gonna drive u home,70,3541
4137,photograph,photograph,100,1560
4138,because of you,because of you,100,189
4139,stickwitu,sticky,67,11011
4140,im n luv wit a stripper,im n luv wit a stripper feat mike jones,74,7557
4141,my humps,my house,75,11369
4142,whered you go,whered you go,100,15021
4143,yo excuse me miss,no excuses,67,8388
4144,walk away,walk away,100,4399
4145,laffy taffy,lady lady,60,3177
4146,what you know,what you know,100,6423
4147,dirty little secret,dirty little secret,100,8584
4148,savin me,save me,80,978
4149,dont forget about us,dont forget about me,90,5765
4150,sexy love,easy love,78,8315
4151,u and dat,and dat,88,8029
4152,far away,far away,100,3064
4153,whats left of me,wait for me,67,4001
4154,so what,so what,100,168
4155,do it to it,dont do it,76,10586
4156,black horse and the cherry tree,back to the hotel,58,4361
4157,there it go the whistle song,wait the whisper song,69,7755
4158,shoulder lean,soul man,67,3825
4159,unpredictable,inevitable,70,10332
4160,my love,my lover,93,12365
4161,shake that,smack that,80,7555
4162,pullin me back,call me back,77,18555
4163,bossy,boasy,80,14228
4164,chain hang low,chain gang,75,3821
4165,smack that,smack that,100,7555
4166,one wish,one shot,75,8892
4167,sugar were goin down,sugar were goin down,100,39
4168,gimme that,gimme the loot,75,3398
4169,i know you see it,i know you so well,74,15247
4170,who says you cant go home,what do you want from me,65,4023
4171,too little too late,not too late,71,9618
4172,touch it,touch it,100,12166
4173,rompe,pompeii,67,1438
4174,deja vu,deja vu,100,8632
4175,life is a highway,life is a highway,100,1076
4176,call me when youre sober,call me when youre sober,100,16332
4177,jesus take the wheel,just the way,62,14367
4178,show stopper,shower,67,16004
4179,get up,get up,100,14920
4180,we be burnin,let em burn,70,12924
4181,hate me,hate me,100,1648
4182,you and me,you and me,100,1589
4183,beep,bebe,75,85
4184,i think they like me,i think they like me  remix,85,7761
4185,say goodbye,dont say goodbye,81,17340
4186,waiting on the world to change,waiting on the world to change,100,1192
4187,soul survivor,survivor,76,160
4188,pump it,pump it,100,9757
4189,when im gone,then i go,76,17501
4190,hung up,hung up,100,18388
4191,stay fly,stay late,71,10736
4192,love,love,100,10187
4193,when youre mad,when youre gone,76,10673
4194,why you wanna,what you want,77,3044
4195,stupid girls,stupid girl,96,1065
4196,feel good inc,feel good,82,3042
4197,im sprung,my song,62,12711
4198,do i make you proud,do it like you do,72,9640
4199,for you i will confidence,false confidence,63,3243
4200,irreplaceable,irreplaceable,100,1880
4201,umbrella,umbrella,100,1898
4202,the sweet escape,the sweet escape,100,8620
4203,big girls dont cry,boys dont cry,71,747
4204,buy u a drank shawty snappin,buy u a drank shawty snappin,100,7554
4205,before he cheats,before he cheats,100,182
4206,hey there delilah,hey there delilah,100,25
4207,i wanna love you,i wanna go out,80,9665
4208,say it right,make it right,80,3045
4209,glamorous,glorious,82,13015
4210,dont matter,does it matter,80,8391
4211,girlfriend,girlfriend,100,177
4212,makes me wonder,make me yours,71,6910
4213,party like a rockstar,baby likes to rock it,67,5446
4214,smack that,smack that,100,7555
4215,this is why im hot,this is what you came for,70,4686
4216,its not over,its no good cover,76,8464
4217,the way i are,the way i are,100,16140
4218,fergalicious,fractions,67,4141
4219,crank that soulja boy,work this body,57,9445
4220,give it to me,give it to me,100,3579
4221,what goes around comes around,when i come around,68,943
4222,cupids chokehold,chokehold,72,4900
4223,how to save a life,how to save a life,100,180
4224,home,home,100,1574
4225,my love,my lover,93,12365
4226,stronger,stronger,100,7371
4227,we fly high,are you high,70,15680
4228,u  ur hand,out of our heads,69,1158
4229,walk it out,talk it out,91,16644
4230,beautiful girls,beautiful girls,100,121
4231,this aint a scene its an arms race,aint that lonely yet  remastered,55,5530
4232,bartender,tender,80,4489
4233,pop lock  drop it,pjanoo  radio edit,57,5713
4234,runaway love,runaway,74,577
4235,rockstar,rockstar,100,3406
4236,thnks fr th mmrs,thnks fr th mmrs,100,8605
4237,what ive done,what have you done,77,8782
4238,summer love,summer love,100,7261
4239,you,you,100,3630
4240,wait for you,waiting for you,89,3099
4241,last night,last night,100,4786
4242,make it rain,make it right,80,3045
4243,make me better,i like me better,80,1390
4244,ice box,juicebox,80,17567
4245,lips of an angel,i feel a change,65,16027
4246,waiting on the world to change,waiting on the world to change,100,1192
4247,lost without u,lost without you,93,3254
4248,im a flirt,im on fire,70,361
4249,if everyone cared,i really dont care,63,16077
4250,get it shawty,get away,67,9434
4251,face down,come down,78,4717
4252,the way i live,the way it is,81,1173
4253,shortie like mine,love like mine,77,14788
4254,it ends tonight,save tonight,67,936
4255,a bay bay,ya baba,75,15436
4256,because of you,because of you,100,189
4257,i tried,tried,83,13450
4258,welcome to the black parade,welcome to the black parade,100,28
4259,shawty,salty,73,17499
4260,chasing cars,chasing cars,100,1565
4261,beautiful liar,beautiful girl,86,1034
4262,sexyback,sexyback,100,139
4263,keep holding on,keep holding on,100,10694
4264,let it go,let it go,100,1396
4265,apologize,apologize,100,1890
4266,bubbly,bubblin,77,4099
4267,like a boy,alien boy,74,3118
4268,who knew,who knew,100,1162
4269,never again,never again,100,12881
4270,promise,promise,100,13040
4271,bed,bored,75,9963
4272,throw some ds,throw some ds,100,7742
4273,rehab,rehab,100,10677
4274,big shit poppin do it,bring it on home to me,60,306
4275,no one,no one,100,150
4276,the great escape,the great escape,100,196
4277,2 step,step,80,2623
4278,walk away remember me,remember me,69,8016
4279,go getta,gotta get away,64,9511
4280,here in your arms,in your arms,83,6144
4281,on the hotline,hold the line,74,2138
4282,wind it up,swipe it up,76,16199
4283,cyclone,cry alone,75,12002
4284,break it off,break stuff,78,3394
4285,first time,first time,100,4323
4286,ayo technology,day of the dog,57,14741
4287,outta my system,you are my sunshine,59,4983
4288,teardrops on my guitar,tears on my pillow,65,5860
4289,shut up and drive,shut up and drive,100,18125
4290,snow hey oh,snow hey oh,100,1575
4291,money maker,money man,80,17187
4292,kiss kiss,kiss,62,813
4293,far away,far away,100,3064
4294,rock yo hips,sick of this,67,16607
4295,lovestoned,love song,74,157
4296,better than me,better than this,80,3091
4297,paralyzer,prayer,80,1737
4298,thats that,pass that,74,7071
4299,same girl,my girl,75,2045
4300,low,low,100,3259
4301,bleeding love,bleeding love,100,155
4302,no one,no one,100,150
4303,lollipop,full clip,59,9183
4304,apologize,apologize,100,1890
4305,no air,no rain,77,1014
4306,love song,love song,100,157
4307,love in this club,love is the drug,67,6044
4308,with you,with you,100,140
4309,forever,forever,100,3689
4310,sexy can i,sex  candy,70,963
4311,take a bow,take a bow,100,15760
4312,viva la vida,viva la vida,100,1931
4313,i kissed a girl,i kissed a girl,100,1444
4314,whatever you like,whatever you like,100,164
4315,disturbia,disturbia,100,8611
4316,dont stop the music,dont stop the music,100,1809
4317,pocketful of sunshine,pockets full of no,72,15702
4318,kiss kiss,kiss,62,813
4319,closer,closer,100,1130
4320,bubbly,bubblin,77,4099
4321,touch my body,oh my god,73,873
4322,4 minutes,mientes,75,10342
4323,so what,so what,100,168
4324,paralyzer,prayer,80,1737
4325,clumsy,crumbs,67,7204
4326,im yours,im yours,100,1147
4327,leavin,leavin,100,8621
4328,dangerous,dangerous,100,7725
4329,tattoo,want to,62,11752
4330,see you again,see you again,100,3126
4331,shake it,shake it,100,8970
4332,stop and stare,stop and smell the roses,68,5285
4333,take you there,ill take you there,88,6856
4334,paper planes,paper planes,100,2500
4335,hot n cold,hot n cold,100,1961
4336,live your life,live or die,80,16475
4337,bust it baby part 2,best part,57,12716
4338,american boy,american oxygen,81,1413
4339,got money,get money,89,9171
4340,our song,your song,94,10116
4341,damaged,damage,92,4928
4342,a milli,a milli,100,13863
4343,sorry,sorry,100,1387
4344,independent,miss independent,81,7545
4345,cant believe it,dont believe you,71,8027
4346,like youll never see me again,have you ever seen the rain,71,2135
4347,teardrops on my guitar,tears on my pillow,65,5860
4348,when i grow up,then i go,70,17501
4349,sexual eruption,self destruction,71,4097
4350,what you got,what you do,87,6165
4351,its not my time,its time,70,6924
4352,better in time,better in time,100,194
4353,crank that soulja boy,work this body,57,9445
4354,shadow of the day,show the way,76,16056
4355,sweetest girl dollar bill,sweet child o mine,56,541
4356,miss independent,miss independent,100,7545
4357,fall for you,all for you,96,971
4358,in the ayer,in the dark,82,7009
4359,say,stay,86,5830
4360,one step at a time,one step at a time,100,18452
4361,hate that i love you,she cant love you,76,9245
4362,superstar,superstar,100,5566
4363,suffocate,suffocation blues,69,18033
4364,let it rock,let it go,80,1396
4365,get like me,devil like me,75,5786
4366,realize,alive,67,968
4367,put on,put on,100,7727
4368,the time of my life,time of my life,88,11394
4369,lolli lolli pop that body,roll up that loud,62,7090
4370,cyclone,cry alone,75,12002
4371,love like this,live like this,93,8163
4372,burnin up,burnin,80,15622
4373,love lockdown,love town,73,9269
4374,i luv your girl,your girl,75,18418
4375,crush,crush,100,7834
4376,hypnotized,hypnotize,95,2382
4377,big girls dont cry,boys dont cry,71,747
4378,good life,good life,100,9889
4379,womanizer,womanizer,100,152
4380,love story,love story,100,1921
4381,just fine,just fine,100,11912
4382,piece of me,piece of my heart,79,2111
4383,the boss,the boss,100,6882
4384,all summer long,summer love,69,7261
4385,cant help but wait,cant help but wait,100,7550
4386,in love with a girl,fell in love with a girl,88,6310
4387,my life,my life,100,7741
4388,i remember,i remember,100,9624
4389,flashing lights,howling light,71,3220
4390,mrs officer,ring of fire,61,1806
4391,7 things,awful things,70,16480
4392,youre gonna miss this,youre on my mind,65,11156
4393,love remains the same,never be the same,68,4653
4394,feels like tonight,feel like that,81,7248
4395,the way i are,the way i are,100,16140
4396,addicted,addictive,82,13018
4397,into the night,of the night,85,9425
4398,heaven sent,heaven,71,574
4399,she got it,shes got it all,80,5443
4400,boom boom pow,boom boom pow,100,8615
4401,poker face,poker face,100,1879
4402,just dance,just dance,100,8588
4403,i gotta feeling,i gotta feeling,100,1881
4404,love story,love story,100,1921
4405,right round,right round,100,1785
4406,im yours,im yours,100,1147
4407,single ladies put a ring on it,single ladies put a ring on it,100,154
4408,heartless,heartless,100,7355
4409,gives you hell,gives you hell,100,29
4410,you belong with me,you belong to me,88,5854
4411,dead and gone,dead and gone,100,14124
4412,you found me,you found me,100,187
4413,use somebody,use somebody,100,21
4414,knock you down,knock you down,100,7552
4415,blame it,blame,77,5989
4416,i know you want me calle ocho,i know you want me calle ocho,100,142
4417,live your life,live or die,80,16475
4418,kiss me thru the phone,pick up the phone,67,8007
4419,down,down,100,7558
4420,the climb,the climb,100,10670
4421,best i ever had,best thing i never had,81,10837
4422,my life would suck without you,lost without you,65,3254
4423,halo,halo,100,1364
4424,hot n cold,hot n cold,100,1961
4425,second chance,sea change,70,14982
4426,circus,circles,77,6415
4427,day n nite,day i die,74,18265
4428,party in the usa,party in the usa,100,1757
4429,dont trust me,dont hurt me,80,8646
4430,run this town,this town,82,1539
4431,let it rock,let it go,80,1396
4432,fire burning,keep this fire burning,71,11946
4433,whatcha say,whatcha say,100,7560
4434,lovegame,lovegame,100,10137
4435,waking up in vegas,wake up in the sky,67,70
4436,birthday sex,birthday sex,100,7543
4437,sober,sober,100,2447
4438,womanizer,womanizer,100,152
4439,whatever you like,whatever you like,100,164
4440,obsessed,obsesion,62,214
4441,mad,mad,100,12356
4442,good girls go bad,good girl,69,8842
4443,love lockdown,love town,73,9269
4444,so what,so what,100,168
4445,hotel room service,white room,57,255
4446,crack a bottle,message in a bottle,61,6396
4447,if i were a boy,if i were a boy,100,1568
4448,turnin me on,turnin me on,100,8859
4449,i hate this part,save this heart,71,3219
4450,gotta be somebody,i can be somebody,76,8200
4451,please dont leave me,please dont say you love me,77,10669
4452,paparazzi,paparazzi,100,10134
4453,beautiful,beautiful,100,146
4454,viva la vida,viva la vida,100,1931
4455,right now na na na,right now,67,7149
4456,battlefield,battle,71,7068
4457,sugar,sugar,100,16099
4458,miss independent,miss independent,100,7545
4459,fireflies,fireflies,100,1951
4460,new divide,divided,71,1823
4461,empire state of mind,ny state of mind,78,871
4462,no surprise,surprise me,73,17147
4463,she wolf,she will,75,4570
4464,break up,dont break up,76,10794
4465,sweet dreams,safe dream,73,3271
4466,every girl,forever girl,82,4912
4467,fallin for you,falling for u,89,3549
4468,untouched,untouchable,80,7011
4469,if today was your last day,how was your day,67,3619
4470,throw it in the bag,hows it going to be,68,928
4471,love drunk,love drunk,100,3985
4472,i love college,i love rock n roll,69,774
4473,if u seek amy,if u seek amy,100,13807
4474,big green tractor,green tea,62,11153
4475,white horse,high horse,76,12308
4476,disturbia,disturbia,100,8611
4477,21 guns,6 figures,50,1220
4478,turn my swag on,turn me on,72,6971
4479,rockin that thang,rock the night,65,544
4480,chicken fried,fake friends,64,1149
4481,diva,dive,75,15650
4482,replay,replay,100,8386
4483,then,thin,75,16892
4484,her diamonds,diamonds,80,4943
4485,how do you sleep,how do you feel,84,3071
4486,3,435,50,3036
4487,forever,forever,100,3689
4488,one time,doin time,82,15687
4489,i run to you,run into you,83,13126
4490,i do not hook up,if i dont wake up,67,17462
4491,green light,green light,100,16794
4492,people are crazy,people are people,67,16671
4493,whatever it is,whatever it takes,84,15739
4494,already gone,already gone  acoustic,71,1549
4495,goodbye,goodbye,100,13429
4496,say hey i love you,hello i love you,76,252
4497,pop champagne,people change,69,4923
4498,pretty wings,pretty wings  uncut,77,13077
4499,never say never,never ever,80,12289
4500,tik tok,tik tok,100,137
4501,need you now,need you,80,15629
4502,hey soul sister,hey soul sister,100,127
4503,california gurls,california gurls,100,17865
4504,omg,como,57,91
4505,airplanes,aeroplane,78,18768
4506,love the way you lie,love the way you lie,100,1789
4507,bad romance,bad romance,100,1803
4508,dynamite,dynamite,100,18090
4509,break your heart,back in your heart,82,8162
4510,nothin on you,nothing on us,85,13739
4511,i like it,i like it,100,86
4512,bedrock,rock,73,18534
4513,in my head,in my head,100,13657
4514,rude boy,rude boy,100,10552
4515,telephone,telephone,100,10135
4516,teenage dream,teenage dirtbag,79,1039
4517,just the way you are,just the way you are,100,1936
4518,cooler than me,come with me,69,74
4519,imma be,imma be,100,18120
4520,empire state of mind,ny state of mind,78,871
4521,dj got us fallin in love,can’t help falling in love,72,1354
4522,billionaire,millionaire,91,12550
4523,not afraid,afraid,75,11027
4524,replay,replay,100,8386
4525,sexy bitch,sexyback,67,139
4526,breakeven,breakeven,100,141
4527,your love is my drug,your love is my drug,100,16138
4528,i gotta feeling,i gotta feeling,100,1881
4529,fireflies,fireflies,100,1951
4530,say aah,say hi,77,7876
4531,find your love,for your love,81,327
4532,alejandro,alejandro,100,10141
4533,ridin solo,ridin solo,100,10882
4534,just a dream,just as i am,75,97
4535,how low,howl,73,16893
4536,like a g6,like a g6,100,6322
4537,carry out,carry on,82,13850
4538,havent met you yet,heaven to me,67,4245
4539,club cant handle me,you cant change me,76,12626
4540,down,down,100,7558
4541,bulletproof,bulletproof,100,4072
4542,whatcha say,whatcha say,100,7560
4543,baby,baby,100,3276
4544,whataya want from me,what do you want from me,82,4023
4545,mine,mine,100,9386
4546,only girl in the world,only girl in the world,100,7562
4547,live like were dying,feels like were dying,83,15245
4548,hard,hardly,80,4083
4549,young forever,young lovers,80,7268
4550,blah blah blah,blah blah blah,100,6149
4551,bottoms up,bottles up,80,8974
4552,do you remember,do you remember,100,3287
4553,all the right moves,all of the lights,72,7351
4554,according to you,sing to you,74,18453
4555,my chick bad,my chick bad,100,17236
4556,you belong with me,you belong to me,88,5854
4557,meet me halfway,take me away,67,7209
4558,take it off,shake it off,87,1440
4559,over,over,100,18677
4560,animal,animal,100,1621
4561,misery,misery,100,11032
4562,magic,magic,100,1829
4563,paparazzi,paparazzi,100,10134
4564,tie me down,tear me down,87,3248
4565,your love,your love,100,791
4566,party in the usa,party in the usa,100,1757
4567,deuces,deus,80,16728
4568,3,435,50,3036
4569,impossible,impossible,100,13847
4570,forever,forever,100,3689
4571,two is better than one,kisses sweeter than wine,65,5057
4572,my first kiss,my forest fire,67,3291
4573,already gone,already gone  acoustic,71,1549
4574,rock that body,rock the boat,74,1212
4575,secrets,secrets,100,11894
4576,naturally,natural,88,3385
4577,unthinkable im ready,think like i do,63,10995
4578,all i do is win,all i do is win,100,9773
4579,i made it cash money heroes,money comes money goes,61,15039
4580,stuck like glue,stuck with me,64,12687
4581,hey daddy daddys home,daddys home,69,5876
4582,there goes my baby,there goes my everything,71,5229
4583,today was a fairytale,fairytale,60,7305
4584,say something,say something,100,12432
4585,sweet dreams,safe dream,73,3271
4586,use somebody,use somebody,100,21
4587,undo it,do it,83,13985
4588,eenie meenie,eenie meenie,100,18112
4589,right above it,get over it,72,18024
4590,the house that built me,the house that built me,100,4931
4591,if i die young,die young,78,159
4592,the only exception,the only exception,100,18559
4593,american honey,american pie,77,447
4594,king of anything,king of anything,100,18347
